"","Wine.Color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Class"
"972","W",6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,"Good"
"973","W",6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,"Bad"
"974","W",6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,"Good"
"975","W",7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,"Good"
"976","W",7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,"Bad"
"977","R",11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,"Good"
"978","W",8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,"Good"
"979","R",6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,"Good"
"980","W",7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,"Bad"
"981","W",8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,"Good"
"982","W",7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,"Good"
"983","R",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,"Good"
"984","W",7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,"Bad"
"985","R",12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,"Good"
"986","R",8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,"Bad"
"987","W",7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,"Bad"
"988","W",6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,"Good"
"989","W",6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,"Good"
"990","W",6,0.45,0.65,9.7,0.08,11,159,0.9956,3.04,0.48,9.4,"Good"
"991","W",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,"Good"
"992","W",5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,"Bad"
"993","R",6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,"Bad"
"994","W",6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,"Bad"
"995","R",10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5,"Bad"
"996","W",6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,"Good"
"997","W",7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,"Bad"
"998","R",9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,"Good"
"999","W",7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,"Good"
"1000","W",7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,"Bad"
"1001","W",6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,"Good"
"1002","W",6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,"Bad"
"1003","R",11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,"Bad"
"1004","R",7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,"Bad"
"1005","W",6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,"Bad"
"1006","R",7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,"Bad"
"1007","W",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,"Good"
"1008","R",6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,"Bad"
"1009","W",5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,"Good"
"1010","R",7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,"Bad"
"1011","R",7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,"Bad"
"1012","R",7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,"Bad"
"1013","W",8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,"Good"
"1014","W",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,"Good"
"1015","W",6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5,"Bad"
"1016","W",7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,"Good"
"1017","R",7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,"Good"
"1018","R",11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,"Bad"
"1019","W",8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,"Bad"
"1020","R",9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,"Bad"
"1021","W",6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,"Bad"
"1022","R",9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,"Bad"
"1023","W",7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,"Good"
"1024","R",8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,"Bad"
"1025","W",7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,"Good"
"1026","W",6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,"Good"
"1027","W",7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,"Good"
"1028","W",6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,"Good"
"1029","W",6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,"Good"
"1030","W",5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,"Bad"
"1031","W",6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,"Good"
"1032","W",7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,"Good"
"1033","W",6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,"Bad"
"1034","R",10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,"Bad"
"1035","W",6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,"Good"
"1036","W",7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,"Good"
"1037","W",7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,"Bad"
"1038","W",6.3,0.31,0.34,2.2,0.045,20,77,0.9927,3.3,0.43,10.2,"Bad"
"1039","W",6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,"Bad"
"1040","R",8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,"Good"
"1041","W",6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,"Bad"
"1042","W",6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,"Bad"
"1043","W",6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,"Bad"
"1044","R",8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,"Bad"
"1045","R",6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,"Good"
"1046","W",7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,"Bad"
"1047","W",5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,"Bad"
"1048","R",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,"Good"
"1049","R",8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,"Bad"
"1050","W",6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,"Bad"
"1051","W",6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,"Bad"
"1052","W",6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,"Good"
"1053","W",9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6,"Bad"
"1054","W",7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,"Bad"
"1055","W",6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,"Bad"
"1056","W",9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,"Good"
"1057","W",6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,"Bad"
"1058","W",6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,"Bad"
"1059","W",6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,"Good"
"1060","W",8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,"Good"
"1061","R",8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,"Bad"
"1062","W",6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,"Bad"
"1063","W",6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,"Good"
"1064","W",8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,"Good"
"1065","W",6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,"Good"
"1066","W",6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,"Good"
"1067","W",7.3,0.19,0.68,1.5,0.05,31,156,0.9946,3.32,0.64,9.4,"Bad"
"1068","R",10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,"Bad"
"1069","W",6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,"Bad"
"1070","W",8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,"Good"
"1071","W",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,"Bad"
"1072","W",5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,"Good"
"1073","R",10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,"Bad"
"1074","W",5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,"Good"
"1075","W",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,"Bad"
"1076","W",7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,"Good"
"1077","W",6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,"Good"
"1078","W",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,"Bad"
"1079","R",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,"Good"
"1080","R",12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,"Good"
"1081","R",8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,"Bad"
"1082","W",5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,"Bad"
"1083","W",7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,"Bad"
"1084","R",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,"Bad"
"1085","W",5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,"Good"
"1086","W",8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,"Bad"
"1087","R",7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,"Bad"
"1088","W",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,"Good"
"1089","W",6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,"Good"
"1090","W",6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,"Bad"
"1091","W",7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,"Bad"
"1092","W",7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,"Good"
"1093","R",7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,"Bad"
"1094","W",7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,"Bad"
"1095","R",9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,"Bad"
"1096","W",7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,"Good"
"1097","W",7.3,0.26,0.33,11.8,0.057,48,127,0.99693,3.1,0.55,10,"Good"
"1098","W",6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,"Good"
"1099","W",6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,"Good"
"1100","W",7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,"Bad"
"1101","R",10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,"Bad"
"1102","R",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,"Good"
"1103","W",7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3,"Bad"
"1104","W",7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,"Good"
"1105","W",6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,"Good"
"1106","R",7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,"Bad"
"1107","W",6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,"Good"
"1108","R",9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,"Bad"
"1109","W",6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,"Good"
"1110","W",6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,"Good"
"1111","R",7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,"Bad"
"1112","W",7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,"Good"
"1113","R",11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,"Bad"
"1114","W",5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,"Good"
"1115","R",9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,"Bad"
"1116","W",8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,"Bad"
"1117","W",6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,"Bad"
"1118","W",8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,"Good"
"1119","R",12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,"Good"
"1120","W",6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,"Good"
"1121","W",7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,"Good"
"1122","W",6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,"Good"
"1123","W",6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,"Bad"
"1124","W",5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,"Good"
"1125","W",5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,"Good"
"1126","W",8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,"Good"
"1127","W",7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,"Good"
"1128","R",7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,"Good"
"1129","R",8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,"Good"
"1130","R",7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,"Bad"
"1131","W",6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,"Bad"
"1132","R",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,"Bad"
"1133","W",5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,"Good"
"1134","W",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,"Good"
"1135","W",7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,"Bad"
"1136","W",7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,"Bad"
"1137","W",6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,"Good"
"1138","W",6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,"Bad"
"1139","W",6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,"Good"
"1140","R",9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,"Good"
"1141","R",7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,"Good"
"1142","W",6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,"Bad"
"1143","W",7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,"Bad"
"1144","W",6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,"Good"
"1145","W",6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,"Good"
"1146","W",6.9,0.24,0.39,1.3,0.063,18,136,0.9928,3.31,0.48,10.4,"Good"
"1147","W",5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,"Bad"
"1148","W",6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,"Good"
"1149","R",9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,"Good"
"1150","W",8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,"Good"
"1151","W",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,"Good"
"1152","W",9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,"Bad"
"1153","W",7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,"Good"
"1154","W",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Good"
"1155","W",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"Bad"
"1156","R",7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,"Bad"
"1157","R",6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,"Good"
"1158","W",6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,"Bad"
"1159","W",7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,"Bad"
"1160","W",6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,"Good"
"1161","R",7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,"Bad"
"1162","W",7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,"Good"
"1163","W",7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,"Good"
"1164","W",7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,"Bad"
"1165","W",7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,"Bad"
"1166","W",6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,"Good"
"1167","W",7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,"Bad"
"1168","W",7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,"Bad"
"1169","R",9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,"Bad"
"1170","W",6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,"Bad"
"1171","R",7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,"Good"
"1172","W",6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2,"Good"
"1173","W",7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,"Good"
"1174","W",6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,"Good"
"1175","R",7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,"Good"
"1176","W",8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,"Bad"
"1177","W",6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,"Bad"
"1178","W",6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,"Good"
"1179","W",7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,"Bad"
"1180","W",6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,"Bad"
"1181","W",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,"Bad"
"1182","W",5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,"Good"
"1183","W",7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,"Good"
"1184","W",8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,"Good"
"1185","W",6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,"Good"
"1186","W",7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,"Bad"
"1187","W",5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,"Bad"
"1188","R",8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,"Good"
"1189","W",6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,"Good"
"1190","W",5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4,"Good"
"1191","W",6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,"Good"
"1192","W",6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,"Bad"
"1193","R",9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,"Good"
"1194","R",8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,"Bad"
"1195","W",7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,"Bad"
"1196","W",6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,"Bad"
"1197","R",6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,"Bad"
"1198","W",7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,"Good"
"1199","W",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,"Good"
"1200","W",5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,"Bad"
"1201","W",6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,"Bad"
"1202","R",9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,"Bad"
"1203","W",5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2,"Good"
"1204","R",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,"Bad"
"1205","W",6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,"Good"
"1206","W",7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,"Bad"
"1207","W",8,0.14,0.33,1.2,0.045,71,162,0.9914,3.07,0.47,11,"Good"
"1208","W",6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,"Bad"
"1209","W",8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3,"Good"
"1210","R",11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,"Good"
"1211","W",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,"Good"
"1212","W",6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,"Bad"
"1213","R",6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,"Bad"
"1214","W",6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,"Good"
"1215","W",6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,"Bad"
"1216","R",7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,"Bad"
"1217","R",11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,"Good"
"1218","R",8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,"Bad"
"1219","W",6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,"Good"
"1220","W",5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,"Good"
"1221","R",5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,"Bad"
"1222","W",7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,"Good"
"1223","W",7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,"Bad"
"1224","R",6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,"Bad"
"1225","W",6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,"Good"
"1226","W",7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,"Bad"
"1227","W",6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,"Good"
"1228","W",6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,"Good"
"1229","R",8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,"Good"
"1230","W",6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,"Good"
"1231","R",7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,"Bad"
"1232","R",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,"Good"
"1233","W",7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5,"Bad"
"1234","R",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,"Bad"
"1235","W",6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,"Bad"
"1236","W",6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,"Bad"
"1237","W",6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,"Good"
"1238","W",6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,"Good"
"1239","R",6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,"Good"
"1240","W",7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,"Bad"
"1241","W",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,"Good"
